
変数情報		
変数	位置	ラベル
	19	１９日
	20	２０日
	21	２１日
	22	２２日
	23	２３日
	24	２４日
	25	２５日
	26	２６日
	27	２７日
	28	２８日
	8888	非該当
	9999	無回答
spwkhr13	0	０時間
	1	１時間
	2	２時間
	3	３時間
	4	４時間
	5	５時間
	6	６時間
	7	７時間
	8	８時間
	9	９時間
	10	１０時間
	11	１１時間
	12	１２時間
	13	１３時間
	14	１４時間
	15	１５時間
	16	１６時間
	17	１７時間
	18	１８時間
	19	１９時間
	20	２０時間
	21	２１時間
	22	２２時間
	23	２３時間
	24	２４時間
	8888	非該当
	9999	無回答
spwkmi13	0	０分
	1	１分
	2	２分
	3	３分
	4	４分
	5	５分
	6	６分
	7	７分
	8	８分
	9	９分
	10	１０分
	11	１１分
	12	１２分
	13	１３分
	14	１４分
	15	１５分
	16	１６分
	17	１７分
	18	１８分
	19	１９分
	20	２０分
	21	２１分
	22	２２分
	23	２３分
	24	２４分
	25	２５分
	26	２６分
	27	２７分
	28	２８分
	29	２９分
	30	３０分
	31	３１分
	32	３２分
	33	３３分
	34	３４分
	35	３５分
	36	３６分
	37	３７分
	38	３８分
	39	３９分
	40	４０分
	41	４１分
	42	４２分
	43	４３分
	44	４４分
	45	４５分
	46	４６分
	47	４７分
	48	４８分
	49	４９分
	50	５０分
	51	５１分
	52	５２分
	53	５３分
	54	５４分
	55	５５分
	56	５６分
	57	５７分
	58	５８分
	59	５９分
	8888	非該当
	9999	無回答
spcjb13	1	新しい勤め先に就職・転職した（出向などを含む）
	2	同じ勤め先で、働き方（常時雇用・パートなど）や勤務地が変わっ
	3	そのような変化はない
	8888	非該当
	9999	無回答
spest13	1	経営者・役員
	2	常時雇用されている一般従業者（公務員を含む）
	3	臨時雇い・パート・アルバイト
	4	派遣社員・契約社員・嘱託社員
	5	自営業主・自由業
	6	自営業の家族従業者
	7	内職
	8888	非該当
	9999	無回答
sphlth13	1	たいへん良好
	2	まあ良好
	3	どちらともいえない
	4	やや悪い
	5	たいへん悪い
	8888	非該当
	9999	無回答
spcvwd13	1	０分
	2	３０分未満
	3	３０分～１時間未満
	4	１時間～１時間３０分未満
	5	１時間３０分～２時間未満
	6	２時間～２時間３０分未満
	7	２時間３０分～３時間未満
	8	３時間以上
	8888	非該当
	9999	無回答
spcvwe13	1	０分
	2	３０分未満
	3	３０分～１時間未満
	4	１時間～１時間３０分未満
	5	１時間３０分～２時間未満
	6	２時間～２時間３０分未満
	7	２時間３０分～３時間未満
	8	３時間以上
	8888	非該当
	9999	無回答
spus113	1	あてはまる
	2	どちらかといえばあてはまる
	3	どちらかといえばあてはまらない
	4	あてはまらない
	8888	非該当
	9999	無回答
spus213	1	あてはまる
	2	どちらかといえばあてはまる
	3	どちらかといえばあてはまらない
	4	あてはまらない
	8888	非該当
	9999	無回答
spus313	1	あてはまる
	2	どちらかといえばあてはまる
	3	どちらかといえばあてはまらない
	4	あてはまらない
	8888	非該当
	9999	無回答
rphhw113	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	6666	調査設計上の対象外
	8888	非該当
	9999	無回答
rphhw213	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	6666	調査設計上の対象外
	8888	非該当
	9999	無回答
rphhw313	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	6666	調査設計上の対象外
	8888	非該当
	9999	無回答
rphhw413	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	6666	調査設計上の対象外
	8888	非該当
	9999	無回答
rphhw513	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	6666	調査設計上の対象外
	8888	非該当
	9999	無回答
sphhw113	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	8888	非該当
	9999	無回答
sphhw213	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	8888	非該当
	9999	無回答
sphhw313	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	8888	非該当
	9999	無回答
sphhw413	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	8888	非該当
	9999	無回答
sphhw513	1	ほぼ毎日（週６～７日）
	2	１週間に４～５回
	3	１週間に２～３回
	4	週に１回くらい
	5	ほとんど行わない
	8888	非該当
	9999	無回答
rpsts113	1	かなり満足
	2	どちらかといえば満足
	3	どちらかといえば不満
	4	かなり不満
	5	子どもはいない
	8888	非該当
	9999	無回答
rpsts213	1	かなり満足
	2	どちらかといえば満足
	3	どちらかといえば不満
	4	かなり不満
	8888	非該当
	9999	無回答
rpsts313	1	かなり満足
	2	どちらかといえば満足
	3	どちらかといえば不満
	4	かなり不満
	8888	非該当
	9999	無回答
rpsts413	1	かなり満足
	2	どちらかといえば満足
	3	どちらかといえば不満
	4	かなり不満
	8888	非該当
	9999	無回答
rpflw113	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw213	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw313	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw413	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw513	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw613	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw713	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw813	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflw913	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflwa13	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflwb13	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflwc13	1	まったくなかった
	2	週に１～２日
	3	週に３～４日
	4	ほとんど毎日
	9999	無回答
rpflf113	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	9999	無回答
rpflf213	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	9999	無回答
rpflf313	1	何度もあった
	2	ときどきあった
	3	ごくまれにあった
	4	まったくなかった
	9999	無回答
rphlth13	1	たいへん良好
	2	まあ良好
	3	どちらともいえない
	4	やや悪い
	5	たいへん悪い
	9999	無回答
rpstlt13	1	かなり満足
	2	どちらかといえば満足
	3	どちらかといえば不満
	4	かなり不満
	9999	無回答
rpnlcd13	0	０人
	1	１人
	2	２人
	3	３人
	4	４人
	5	５人
	6	６人
	7	７人
	8	８人
	9	９人
	10	１０人
	11	１１人
	12	１２人
	9999	無回答
c1sex13	1	男性
	2	女性
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1plc13	1	同じ建物内（玄関も同じ）（w1）
	2	同じ建物内（玄関は別）（w1）
	3	同じ敷地の別棟（w1）
	4	15分未満（w1）
	5	15分～30分未満（w1）
	6	30分～60分未満（w1）
	7	1時間～3時間未満（w1）
	8	3時間以上（w1）
	9	距離は不明だが別居（追加コード）
	11	一緒に暮らしている（w2-5）
	12	60分未満で行ける場所（w2-5）
	13	60分以上かかる場所（w2-5）
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1play13	1	ほぼ毎日（週５～７回）
	2	週に３～４回
	3	週に１～２回
	4	月に１～２回
	5	年に数回
	6	まったくない
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1tch13	1	ほぼ毎日（週５～７回）
	2	週に３～４回
	3	週に１～２回
	4	月に１～２回
	5	年に数回
	6	まったくない
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1dnr13	1	ほぼ毎日（週５～７回）
	2	週に３～４回
	3	週に１～２回
	4	月に１～２回
	5	年に数回
	6	まったくない
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1age13	0	０歳
	1	１歳
	2	２歳
	3	３歳
	4	４歳
	5	５歳
	6	６歳
	7	７歳
	8	８歳
	9	９歳
	10	１０歳
	11	１１歳
	12	１２歳
	13	１３歳
	14	１４歳
	15	１５歳
	16	１６歳
	17	１７歳
	18	１８歳
	19	１９歳
	20	２０歳
	21	２１歳
	22	２２歳
	23	２３歳
	24	２４歳
	25	２５歳
	26	２６歳
	27	２７歳
	28	２８歳
	29	２９歳
	30	３０歳
	31	３１歳
	32	３２歳
	33	３３歳
	34	３４歳
	35	３５歳
	36	３６歳
	37	３７歳
	38	３８歳
	39	３９歳
	40	４０歳
	41	４１歳
	42	４２歳
	43	４３歳
	44	４４歳
	45	４５歳
	46	４６歳
	47	４７歳
	48	４８歳
	49	４９歳
	50	５０歳
	51	５１歳
	52	５２歳
	53	５３歳
	54	５４歳
	55	５５歳
	56	５６歳
	57	５７歳
	58	５８歳
	59	５９歳
	60	６０歳
	61	６１歳
	62	６２歳
	63	６３歳
	64	６４歳
	65	６５歳
	66	６６歳
	67	６７歳
	68	６８歳
	69	６９歳
	70	７０歳
	71	７１歳
	72	７２歳
	73	７３歳
	74	７４歳
	75	７５歳
	76	７６歳
	77	７７歳
	78	７８歳
	79	７９歳
	80	８０歳
	81	８１歳
	82	８２歳
	83	８３歳
	84	８４歳
	85	８５歳
	86	８６歳
	87	８７歳
	88	８８歳
	89	８９歳
	90	９０歳
	91	９１歳
	92	９２歳
	93	９３歳
	94	９４歳
	95	９５歳
	96	９６歳
	97	９７歳
	98	９８歳
	99	９９歳
	100	１００歳
	101	１０１歳
	102	１０２歳
	103	１０３歳
	104	１０４歳
	105	１０５歳
	106	１０６歳
	107	１０７歳
	108	１０８歳
	109	１０９歳
	110	１１０歳
	111	１１１歳
	112	１１２歳
	113	１１３歳
	114	１１４歳
	115	１１５歳
	116	１１６歳
	117	１１７歳
	118	１１８歳
	119	１１９歳
	120	１２０歳
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1lt1813	1	１８歳未満
	2	１８歳以上
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1hvjb13	1	仕事についている
	2	在学中
	3	無職（主婦を含む）
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1mrst13	1	現在、配偶者がいる
	2	離別した
	3	死別した
	4	結婚したことはない
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1cnot13	0	回答なし
	1	子どもはいない
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1cl0513	0	回答なし
	1	０～５歳の子がいる
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1cl1713	0	回答なし
	1	６～１７歳の子がいる
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1cg1813	0	回答なし
	1	１８歳以上の子がいる
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1cvy13	1	ほぼ毎日（週５～７回）
	2	週に３～４回
	3	週に１～２回
	4	月に１～２回
	5	年に数回
	6	まったくない
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1rsmo13	1	受けた（年間３０万円以上）
	2	受けた（年間３０万円未満）
	3	受けなかった
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1rsad13	1	あった
	2	なかった
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1rshe13	1	あった
	2	なかった
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1psmo13	1	した（年間３０万円以上）
	2	した（年間３０万円未満）
	3	しなかった
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1psad13	1	あった
	2	なかった
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c1pshe13	1	あった
	2	なかった
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c2sex13	1	男性
	2	女性
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c2plc13	1	同じ建物内（玄関も同じ）（w1）
	2	同じ建物内（玄関は別）（w1）
	3	同じ敷地の別棟（w1）
	4	15分未満（w1）
	5	15分～30分未満（w1）
	6	30分～60分未満（w1）
	7	1時間～3時間未満（w1）
	8	3時間以上（w1）
	9	距離は不明だが別居（追加コード）
	11	一緒に暮らしている（w2-5）
	12	60分未満で行ける場所（w2-5）
	13	60分以上かかる場所（w2-5）
	6666	調査設計上の対象外
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c2play13	1	ほぼ毎日（週５～７回）
	2	週に３～４回
	3	週に１～２回
	4	月に１～２回
	5	年に数回
	6	まったくない
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
c2tch13	1	ほぼ毎日（週５～７回）
	2	週に３～４回
	3	週に１～２回
	4	月に１～２回
	5	年に数回
	6	まったくない
	7777	調査期間中に死亡
	8888	非該当
	9999	無回答
